,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
MH,5109313,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5109313",Oxford bibliographies.,Latino studies--Bibliography.,,"Latin American, Iberian, and Latino Studies",Political Science,,,,
MH,1711076,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,1711076",AGRICOLA.,Agriculture--Databases.;Agriculture--Bibliography.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,2086750,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2086750",Early American imprints.,American literature--19th century--Databases.;Early printed books--United States--Databases.,,History,American Studies,English Language and Literature,,,
MH,2086751,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2086751",Early American imprints.,"American literature--Colonial period, ca. 1600-1775--Databases.",,History,American Studies,,,,
MH,2133790,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2133790","American state papers, 1789-1838.",,,History,American Studies,,,,
MH,2182977,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2182977",Monumenta Germaniae Historica,Middle Ages--Sources--Databases.;Middle Ages--Databases.,,Medieval Studies,,,,,
MH,2228515,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2228515",Northern Ireland :,,,Irish Studies,,,,,
MH,2329895,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2329895",Business source complete.,Business--Periodicals--Databases.,,Business,,,,,
MH,2422390,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2422390",The Oxford dictionary of Byzantium,,,Medieval Studies,,,,,
MH,2511973,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2511973",Music & performing arts.,Music.;Performing arts.,,Music,"Film, Television, and Theatre",,,,
MH,2548387,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2548387",China data online,Economic indicators--China.;Market surveys--China.,,Economics,Business,"East Asian (Chinese, Japanese, and Korean) Studies",,,
MH,2578606,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2578606",Gale business :,Small business--Planning--Databases.;Small business--Finance--Databases.;Small business--Management--Databases.,,Business,,,,,
MH,2590197,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2590197",Passport.,International business enterprises--Databases.;Export marketing--Databases.;Marketing--Databases.;Market surveys--Databases.;Marketing research--Databases.,,Business,,,,,
MH,2806426,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2806426",Frost & Sullivan research services.,Marketing research--Databases.;Market surveys--Databases.;Economic surveys--Databases.;Industrial surveys--Databases.,,Business,,,,,
MH,3228953,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3228953",AHR net.,Decorative arts--19th century.;Decorative arts--20th century.;Decorative arts--21st century.,,"Art, Art History, and Design",,,,,
MH,3298257,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3298257",The literary encyclopedia,Literature--Encyclopedias.;Literature--Bio-bibliography.,,English Language and Literature,,,,,
MH,3312634,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3312634",Confidential print.,,,,,,,,
MH,3418609,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3418609",American pamphlets.,Pamphlets--United States--19th century.;Pamphlets--United States--20th century.,,American Studies,History,,,,
MH,3740721,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3740721",Orlando,Women authors--Biography--Databases.;Literature--Women authors--History and criticism--Databases.,,English Language and Literature,,,,,
MH,3874170,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3874170",Confidential print.,,,"Latin American, Iberian, and Latino Studies","Arabic, Near Eastern, and Islamic Studies",Africana Studies,,,
MH,4299245,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4299245",Oxford bibliographies online.,"English literature--19th century--Bibliography.;Africa--History--Bibliography.;American literature--Bibliography.;Anthropology--Bibliography.;Sociology--Bibliography.;Judaism--Bibliography.;English literature--19th century--Bibliography.;Environmental sciences--Bibliography.;Middle Ages--Bibliography.;Military history--Bibliography.;Musicology--Bibliography.;Ethnomusicology--Bibliography.;Psychology--Bibliography.;Hinduism--Bibliography.;Political science--Bibliography.;Geography--Bibliography.;British literature--Bibliography.;Irish literature--Bibliography.;Education--Bibliography.;Civilization, Classical--Bibliography.;Ecology--Research--Bibliography.;Classical literature--Bibliography.;Motion pictures--Bibliography.;Television broadcasting--Bibliography.;Popular culture--Bibliography.;Digital media--Bibliography.;Social sciences--Bibliography.;Reformation--Bibliography.;Renaissance--Bibliography.;Church history--Bibliography.;Public health--Bibliography.;Philosophy--Bibliography.;Civilization, Medieval--Study and teaching--Bibliography.;Islam--Study and teaching--Bibliography.;International relations--Bibliography.;Criminology--Bibliography.;Communication--Bibliography.;Classical literature--Bibliography.;Classical antiquities--Bibliography.;Buddhism--Bibliography.;International relations--Bibliography.;World politics--Bibliography.",,,,,,,
MH,4473090,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4473090",Database of Chinese classic ancient books.,Rare books--China--Databases.;Rare books--China--Bibliography.,,"East Asian (Chinese, Japanese, and Korean) Studies",History,,,,
MH,4559046,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4559046",KKK newspapers :,White supremacy movements--United States--Newspapers--Databases.;White supremacy movements--United States--History--20th century--Sources--Databases.;Racism--United States--Newspapers--Databases.;Racism--United States--History--20th century--Sources--Databases.;African Americans--Social conditions--20th century--Newspapers--Databases.;African Americans--Social conditions--20th century--Sources--Databases.,,American Studies,History,,,,
MH,4593901,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4593901",Early European books :,Early printed books--Europe--Databases.,,History,,,,,
MH,4615741,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4615741",Ebook central,Electronic books--Databases.,,Multidisciplinary,,,,,
MH,4636818,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4636818",MGG online :,Music--Encyclopedias.;Music--Dictionaries--German.;Music--Bio-bibliography.,,Music,,,,,
MH,4645733,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4645733",Cairn.info.,Humanities--Europe--Databases.;Social sciences--Europe--Databases.,,"French Language, Literature, and Culture",,,,,
MH,4646868,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4646868",Convocate.,Christian sociology--Catholic Church--Databases.;Human rights--Databases.,,Theology and Religion,Catholic Studies,,,,
MH,4672854,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4672854",Early church texts.,"Church history--Primitive and early church, ca. 30-600.;Theology, Doctrinal--History--Early church, ca. 30-600.",,Theology and Religion,,,,,
MH,4702475,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4702475",The complete prose of T.S. Eliot /,English prose literature--20th century.,,English Language and Literature,,,,,
MH,4702483,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4702483",Early Arabic printed books from the British Library =,Arabic imprints--Databases.;Arabic literature--1258-1800--Sources--Databases.;Arabic literature--1801---Sources--Databases.;Arabic literature--Translations--Sources--Databases.;European literature--Translations into Arabic--Sources--Databases.,,"Arabic, Near Eastern, and Islamic Studies",,,,,
MH,4702485,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4702485","American Civil Liberties Union papers, 1912-1990.",Civil rights--United States--History--20th century--Sources.,,American Studies,History,Political Science,,,
MH,4702489,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4702489","The listener historical archive, 1929-1991.","Radio broadcasting--Databases.;Radio addresses, debates, etc.--Databases.;Television--Databases.",,History,,,,,
MH,4712917,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4712917",Ethnologue :,Language and languages--Databases.;Language and languages--Statistics--Databases.,,,,,,,
MH,4726068,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4726068",Berliner Philharmoniker digital concert hall.,Concerts--Germany--Berlin--Databases.;Music--Databases.,,Music,"German Language, Literature, and Culture",,,,
MH,4730881,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4730881","Divided Society: Northern Ireland, 1990-1998",,,Irish Studies,History,,,,
MH,4736208,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4736208",Huan qiu shi bao tu wen shu ju ku (1993-present),Chinese newspapers--China--Beijing.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,4736211,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4736211",Ren min ri bao tu wen shu ju ku (1946-present),Communism--Newspapers.,,"Russian and East European Languages, Literature, and Culture",,,,,
MH,4737056,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4737056",Moscow news digital archive.,,,"Russian and East European Languages, Literature, and Culture",,,,,
MH,4746986,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4746986",Basilica online.,"Law, Byzantine.;Roman law.",,Medieval Studies,History,,,,
MH,4759100,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4759100",Yewno,,,,,,,,
MH,4771241,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4771241",Cambridge archive editions online.,,,,,,,,
MH,4862472,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862472",Race relations in America.,African Americans--Civil rights--History.;Civil rights movements--United States--History.;Racism--United States--History.;African Americans--Civil rights--History--Sources.;Civil rights movements--United States--History--Sources.;Racism--United States--History--Sources.,,History,American Studies,,,,
MH,4862475,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862475",Trade catalogues and the American home.,Commercial catalogs--United States--History--19th century--Databases.;Commercial catalogs--United States--History--20th century--Databases.;Consumer goods--United States--Catalogs--Databases.;Electronic apparatus and appliances--Catalogs--Databases.,,History,American Studies,,,,
MH,4862476,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862476",Victorian popular culture.,Popular culture--Europe--History--19th century.;Popular culture--United States--History--19th century.;Mesmerism--History--19th century.;Spiritualism--History--19th century.;Magic--History--19th century.;Circus--History--19th century.;Theater--History--19th century.,,History,,,,,
MH,4862478,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862478",Literary print culture :,Publishers and publishing--England--London--History--Sources--Bibliography--Databases.;Printing--England--London--History--Sources--Bibliography--Databases.,,English Language and Literature,,,,,
